0,34.244,79.599,224.68,1.6658e+18,0,18.913,37.275,118.5,8.3289e+17,0,15.007,34.769,0,0,0,18.913,37.275,109.54,0,0,20.703,37.19,109.54,0,0,18.753,0,0,0,0,15.801,40.135,0,0,0,14.899,33.849,0,0,0,15.044,43.123,0,0,0,15.044,34.769,0,0,0,18.913,37.275,120.49,8.3289e+17,0,18.913,37.275,118.5,8.3289e+17,0,18.753,0,0,0,0,18.913,37.275,120.49,8.3289e+17,0,15.044,37.481,0,0,0,18.753,0,0,0,0,18.913,37.275,120.49,8.3289e+17,NaN
0,34.244,79.599,233.65,1.6658e+18,0,11.72,37.19,119.34,8.3289e+17,0,11.72,42.068,110.66,0,0,15.044,42.068,118.5,8.3289e+17,0,20.703,37.19,121.83,8.3289e+17,0,18.913,38.586,120.49,8.3289e+17,0,15.044,37.19,119.34,8.3289e+17,0,9.9148,43.581,119.34,8.3289e+17,0,15.936,32.34,120.49,8.3289e+17,0,15.044,42.068,118.5,0,0,20.703,38.938,121.83,8.3289e+17,0,18.913,37.275,120.49,8.3289e+17,0,11.72,39.484,0,0,0,11.72,42.068,110.66,0,0,15.044,0,0,0,0,18.753,0,0,0,0,11.72,42.068,110.66,0,NaN
0,27.052,79.599,233.85,1.6658e+18,0,20.703,37.19,121.83,8.3289e+17,0,11.72,42.068,118.71,0,0,18.753,0,0,0,0,11.72,42.068,110.66,0,0,18.753,0,0,0,0,20.703,43.581,109.54,0,0,20.703,37.19,109.54,0,0,11.72,39.484,121.9,0,0,15.044,33.849,117.27,0,0,20.703,35.709,119.34,8.3289e+17,0,18.913,36.164,120.49,8.3289e+17,0,11.72,39.484,0,0,0,18.913,36.164,118.5,8.3289e+17,0,18.913,42.068,112.02,0,0,15.801,39.484,0,0,0,18.913,36.164,120.49,8.3289e+17,NaN
0,31.133,79.599,236.98,1.6658e+18,0,18.913,37.275,118.5,8.3289e+17,0,18.913,37.275,118.71,0,0,15.044,34.769,0,0,0,18.913,37.275,120.49,8.3289e+17,0,18.913,37.275,120.49,8.3289e+17,0,11.72,42.068,110.66,8.3289e+17,0,14.899,37.19,121.83,8.3289e+17,0,15.044,42.068,118.5,8.3289e+17,0,18.913,37.275,110.66,0,0,20.703,30.609,121.83,8.3289e+17,0,18.913,37.275,120.49,8.3289e+17,0,18.753,37.754,0,0,0,18.913,38.586,120.49,8.3289e+17,0,18.753,33.849,0,0,0,18.913,37.275,110.66,0,0,18.913,37.275,120.49,8.3289e+17,NaN
0,34.244,79.599,233.65,1.6658e+18,0,18.753,40.135,109.54,8.3289e+17,0,15.56,37.275,112.64,0,0,18.913,42.068,118.5,8.3289e+17,0,11.72,37.19,119.34,8.3289e+17,0,15.044,40.135,121.9,0,0,15.044,37.275,119.34,8.3289e+17,0,15.801,37.275,118.5,8.3289e+17,0,15.044,42.068,115.21,0,0,15.044,39.484,109.54,0,0,14.899,37.19,119.34,8.3289e+17,0,11.72,37.275,120.49,8.3289e+17,0,15.044,34.769,0,0,0,22.494,45.093,108.42,0,0,15.044,39.484,117.27,0,0,18.753,37.754,0,0,0,11.72,39.484,109.54,0,NaN
0,34.244,74.806,233.65,1.6658e+18,0,20.703,37.19,119.34,8.3289e+17,0,18.913,42.068,115.21,0,0,18.753,0,0,0,0,18.913,37.275,120.49,8.3289e+17,0,18.913,42.068,118.71,0,0,20.703,37.19,119.34,8.3289e+17,0,20.703,30.609,121.83,8.3289e+17,0,18.913,42.068,112.02,8.3289e+17,0,15.044,34.769,117.27,0,0,18.913,37.275,118.5,8.3289e+17,0,18.913,37.275,118.5,8.3289e+17,0,15.801,34.769,0,0,0,20.703,38.938,121.83,8.3289e+17,0,15.801,42.068,123.25,0,0,18.913,37.275,110.66,0,0,18.913,37.19,121.83,8.3289e+17,NaN
0,34.244,74.806,234.49,1.6658e+18,0,14.899,40.135,109.54,0,0,15.007,39.484,121.9,0,0,15.044,35.105,0,0,0,18.913,37.275,120.49,8.3289e+17,0,18.913,42.068,118.5,8.3289e+17,0,15.044,37.19,119.34,8.3289e+17,0,20.703,37.19,121.83,8.3289e+17,0,11.72,39.484,110.66,8.3289e+17,0,18.753,39.484,115.21,0,0,18.913,37.19,119.34,8.3289e+17,0,15.044,42.068,109.54,8.3289e+17,0,18.913,42.068,110.66,8.3289e+17,0,18.913,37.275,118.5,8.3289e+17,0,16.22,0,0,0,0,18.913,42.068,119.6,0,0,20.703,43.581,109.54,0,NaN
0,34.244,74.806,233.65,1.6658e+18,0,15.007,43.581,119.34,8.3289e+17,0,18.913,37.275,118.71,0,0,15.044,39.484,110.66,0,0,18.913,37.19,121.83,8.3289e+17,0,11.72,42.068,118.71,0,0,9.9148,43.581,119.34,8.3289e+17,0,18.913,37.275,120.49,8.3289e+17,0,16.22,0,0,0,0,18.753,34.769,0,0,0,18.913,37.275,118.5,8.3289e+17,0,15.044,43.581,119.34,8.3289e+17,0,18.913,37.275,120.49,8.3289e+17,0,20.703,37.19,121.83,8.3289e+17,0,18.913,42.068,112.64,0,0,18.913,37.275,120.49,8.3289e+17,0,18.913,37.19,121.83,8.3289e+17,NaN
0,30.375,79.599,234.49,1.6658e+18,0,15.044,43.581,109.54,0,0,11.72,39.484,0,0,0,11.72,37.275,109.54,0,0,20.703,37.19,119.34,8.3289e+17,0,16.664,0,0,0,0,18.913,43.581,109.54,0,0,11.72,42.068,118.5,0,0,15.044,34.769,0,0,0,15.044,42.068,117.27,0,0,20.703,37.19,119.34,8.3289e+17,0,18.913,42.068,112.02,0,0,18.753,37.754,0,0,0,20.703,35.709,121.83,8.3289e+17,0,11.72,37.275,109.54,0,0,11.72,34.769,0,0,0,18.913,37.275,120.49,8.3289e+17,NaN
0,34.244,74.806,234.49,1.6658e+18,0,18.913,37.275,120.49,8.3289e+17,0,18.913,37.275,118.5,8.3289e+17,0,15.044,33.849,0,0,0,18.913,37.275,120.49,8.3289e+17,0,15.56,36.164,110.66,0,0,18.913,37.275,120.49,8.3289e+17,0,20.703,38.938,121.83,8.3289e+17,0,11.72,37.275,118.5,0,0,18.913,42.068,121.9,0,0,20.703,35.709,121.83,8.3289e+17,0,18.913,42.068,109.54,0,0,18.753,0,0,0,0,15.044,39.484,0,0,0,11.72,40.135,0,0,0,18.558,0,0,0,0,18.913,42.068,109.54,0,NaN
