52.778,83.889,87.778,89.444,89.444,88.611,84.722,45,37.778,90.278,80.556,78.056,85,87.5,83.889,83.889,83.889,83.333,88.889,73.889,81.944,86.111,81.111,80.278,81.944,81.944,82.778,58.611,65.278,72.222,76.667,76.389,76.667,79.722,80.278,81.667,54.722,60.833,67.5,72.5,74.722,75.556,75.556,82.222,80.278,53.889,60.278,67.5,71.667,75,77.222,77.5,61.667,37.778,53.611,60,66.111,72.222,77.222,84.444,46.111,42.222,36.944,54.722,62.778,68.611,75.833,48.056,44.722,41.389,37.5,33.611,57.778,64.722,55,46.389,41.667,39.167,36.667,33.889,30.833,H
42.5,86.944,95.556,96.667,96.944,96.389,94.444,56.944,40.833,90.278,95.833,90.556,89.167,87.778,87.5,87.5,95.278,88.056,94.167,96.111,88.333,86.111,85.833,85,85,86.111,93.889,92.5,95.278,85,81.667,81.111,81.944,84.167,84.722,94.444,67.222,93.889,73.889,73.333,75.833,78.889,81.667,83.333,91.667,43.611,53.333,61.389,67.222,73.056,78.333,82.5,89.444,90,39.444,46.111,53.056,60.556,69.444,77.222,88.056,83.611,48.611,36.389,41.111,47.222,54.444,67.778,85,83.611,50.278,42.222,32.222,35.833,41.389,47.5,77.778,83.056,52.5,43.889,36.389,H
37.5,63.056,93.056,95.278,95,94.167,85.833,40,34.444,85.556,94.167,95,93.611,93.889,96.111,91.667,88.333,41.944,91.389,93.611,92.5,92.778,94.167,95.833,93.056,86.389,84.722,93.333,94.444,92.778,91.111,93.611,94.722,94.722,84.167,77.778,89.444,95.556,96.389,94.167,96.944,95.833,96.389,75.556,72.222,41.944,48.611,54.167,56.667,59.167,60.556,63.611,66.944,69.444,37.222,39.722,44.722,48.056,51.667,54.722,58.889,62.778,67.222,33.889,35.278,38.889,42.222,46.111,49.167,53.056,58.333,64.167,30,31.667,34.444,37.5,40.278,43.611,47.5,52.778,60.556,H
30.278,42.222,62.222,93.889,96.389,91.944,90.278,90,88.056,40.833,91.389,95,96.111,89.444,87.778,88.056,88.056,86.667,54.444,68.611,77.5,80.278,82.222,83.611,85.278,86.389,85.556,52.222,62.5,69.722,75,79.444,81.944,83.889,85.278,87.5,51.667,60.833,67.5,73.611,76.667,79.444,82.222,82.5,84.444,53.056,61.111,67.5,72.5,76.389,78.889,81.389,75,41.944,54.444,62.222,67.778,72.5,76.111,80.278,59.167,41.667,37.5,56.944,65,70.278,88.056,88.333,46.111,42.222,38.056,34.444,62.5,70.833,81.944,48.056,43.611,40.556,37.222,34.444,31.389,H
42.5,92.222,96.111,96.944,97.222,96.667,96.111,92.5,53.056,66.111,93.333,96.389,97.222,97.778,97.5,97.222,96.667,92.778,56.667,71.667,93.611,96.389,97.222,97.222,97.778,97.222,95.278,55.556,63.333,90,96.111,97.222,97.222,97.5,91.389,95.278,55.278,61.389,68.611,76.944,82.778,85,87.222,87.778,92.778,55,61.667,67.222,73.333,78.611,81.667,84.722,86.389,91.667,55.278,63.056,69.167,73.333,77.778,81.389,84.167,92.222,91.667,58.333,66.111,71.111,76.111,80.278,93.056,92.222,53.611,42.222,64.444,77.5,93.889,94.444,86.111,48.056,44.722,40.556,35.278,H
24.444,25.278,27.778,40.556,87.778,92.222,84.444,79.444,79.722,28.611,33.056,42.5,52.778,65.833,72.778,75.278,74.167,68.333,31.944,37.778,51.944,68.333,72.778,75.556,75.556,71.389,63.889,38.056,46.111,60,83.056,80,77.222,76.667,74.444,66.667,42.222,49.167,64.444,89.167,92.5,81.389,78.611,75.278,72.778,43.333,50.556,57.778,70.556,77.778,80.556,77.5,81.389,83.333,45.833,53.889,59.722,68.611,73.333,75.278,78.889,82.5,65.833,50,57.222,63.056,68.333,73.333,77.222,81.667,85.556,40.833,56.389,63.056,67.222,71.389,74.444,87.5,75,38.889,33.611,H
33.889,41.111,78.611,95,96.944,96.944,95.833,96.111,94.444,55.833,92.222,95,94.722,95.278,94.722,90.833,89.444,87.5,86.111,92.222,94.167,95.556,94.722,86.667,87.5,87.5,91.944,76.111,93.889,89.722,85,85.833,86.667,86.667,87.5,91.944,62.778,70.556,77.222,81.111,83.333,85,85.833,89.722,59.444,60,68.056,73.333,77.778,81.111,83.056,88.056,51.944,40.556,59.167,66.944,73.056,76.944,83.056,87.5,47.222,41.389,36.667,60.278,68.333,73.889,83.056,74.444,44.722,41.111,37.222,33.889,64.444,82.5,89.722,48.056,43.611,39.722,36.944,34.444,31.111,H
39.722,62.222,94.444,96.667,97.5,86.667,86.389,96.944,94.444,91.389,95.278,96.389,88.611,82.778,83.056,82.778,81.667,82.778,91.389,95.556,76.667,76.111,77.222,79.167,80.556,88.056,84.167,54.444,62.222,68.056,71.944,75,78.056,79.444,90,78.333,49.444,56.111,62.222,67.222,72.222,76.111,78.611,84.722,44.167,45.556,52.778,59.444,65,70.833,74.722,85,61.389,42.5,43.056,49.444,56.389,63.889,70.278,77.5,83.611,44.167,39.722,39.444,46.111,54.444,63.611,75,87.778,48.333,40.833,36.111,34.722,41.111,51.111,66.111,87.5,56.667,41.944,36.111,32.222,H
93.611,95.833,96.667,97.5,95,92.222,90,94.167,61.944,76.944,93.611,95.556,96.389,92.5,88.611,86.944,86.111,84.444,53.056,90.833,94.722,95.833,87.778,83.333,83.333,83.333,82.222,47.5,56.389,64.444,86.389,75.278,76.944,78.611,80.833,81.111,43.889,50.278,57.778,64.167,68.333,73.056,76.944,79.167,86.111,41.944,47.778,53.889,60.556,66.111,70.833,75.278,80.556,63.889,39.722,45.278,51.944,58.056,64.444,70.833,77.5,74.167,41.111,36.667,42.5,48.056,56.667,65,74.444,79.167,43.056,37.222,32.5,36.389,44.444,54.444,71.111,78.611,42.5,37.222,32.5,H
27.5,29.722,31.944,34.444,37.5,48.333,90.833,91.389,88.889,29.722,32.222,34.722,38.889,69.722,91.944,88.889,87.222,85.556,31.111,34.444,38.611,45,76.111,80.833,82.5,83.611,83.611,32.5,36.944,42.778,50.556,63.611,73.611,78.889,81.667,83.056,34.444,40.833,47.778,54.722,62.222,70.556,75.833,79.444,78.611,38.889,45.278,51.389,57.222,63.056,70,75,76.389,55.833,42.5,48.611,55,59.444,65,70.833,72.5,56.389,37.778,46.111,52.778,58.056,63.333,66.944,70,44.444,37.5,33.056,52.5,59.722,64.722,89.444,52.5,41.111,38.056,33.889,31.111,H
29.444,40.556,50.833,63.333,85,91.111,94.167,91.667,90.833,53.333,91.944,95,96.389,95.833,94.444,91.111,89.444,87.222,70.556,92.222,94.722,94.722,96.111,90,87.222,88.611,85.833,58.611,72.5,92.778,88.889,84.722,85.556,85.556,86.389,85,53.611,65,71.944,77.5,81.111,83.333,85.556,85.833,86.944,53.889,63.333,70,74.722,78.611,81.667,83.333,83.611,50.556,54.722,63.333,69.722,75,78.611,80.556,86.111,43.889,36.667,56.944,65,71.111,74.722,73.333,45.278,41.944,37.5,33.056,61.667,68.333,58.889,46.944,44.167,40.556,36.944,33.611,29.722,H
95,95.556,86.111,85.556,85,84.722,86.111,85.833,86.944,69.722,74.444,77.778,80.833,81.667,82.778,84.444,85.278,86.111,60.556,68.611,73.333,76.667,79.444,81.667,82.778,88.889,90,58.056,65.278,70.833,74.722,77.5,80,83.611,88.333,51.667,56.944,63.611,69.167,73.611,76.667,79.444,86.944,48.056,41.389,56.944,63.611,69.444,73.333,79.444,86.944,47.778,42.222,37.5,58.056,64.722,69.722,75.833,83.056,46.944,41.944,38.333,35.278,60.278,67.5,88.889,75.278,44.444,41.667,38.333,35.556,32.5,65.556,86.111,49.722,42.778,39.722,37.778,35.556,32.778,30,H
29.167,38.889,44.722,51.111,91.667,95.833,96.389,96.111,94.167,39.722,67.5,91.111,93.333,92.778,88.889,87.778,88.333,86.667,71.111,93.611,95.278,87.222,83.056,84.167,85.278,85.833,89.444,55.278,68.333,75.556,79.444,81.667,84.167,83.889,87.5,81.111,53.889,63.889,71.111,75.833,79.722,82.222,82.5,83.056,40.833,53.611,62.5,68.889,74.722,78.333,83.333,73.889,42.222,37.5,55,63.333,69.444,74.722,85.556,48.333,43.056,38.611,35,57.5,65,85.556,51.111,46.944,42.5,38.889,35.556,32.222,64.444,86.111,49.167,45.278,40.833,38.056,35.556,32.5,29.444,H
41.667,90.278,95,96.389,96.667,95.556,93.889,93.889,76.389,89.722,94.444,95.833,95.833,96.111,94.167,91.667,90.278,87.5,94.167,95.278,95.556,95.556,95,92.5,90.278,88.889,86.944,77.778,93.611,95.556,96.111,93.889,89.444,87.5,87.5,85.833,50.833,74.444,93.611,95.556,84.167,82.5,84.167,85,85,44.722,52.778,61.111,70.556,76.111,79.444,82.5,84.444,87.778,41.111,48.889,56.389,65.278,72.5,78.056,81.944,83.056,85.556,38.056,45.556,54.444,63.889,72.5,77.778,82.5,85.278,44.722,33.889,40,50.278,66.389,76.944,80.278,85.556,45,37.778,H
29.167,31.389,33.889,36.944,43.333,85.833,94.167,95.556,94.722,32.222,34.444,38.611,43.611,51.944,69.167,89.167,94.722,94.444,33.611,36.944,42.222,46.944,53.889,62.222,72.778,79.722,82.778,34.722,40,45,50,56.111,62.778,69.167,74.722,75.278,37.778,43.056,47.5,53.333,58.056,63.889,69.167,71.944,76.944,41.389,45.833,50.833,55.278,60.556,65,69.444,71.111,48.611,43.333,49.722,54.444,59.444,63.333,66.389,82.222,44.167,35.556,47.5,53.889,58.889,63.056,73.889,73.889,42.222,36.944,32.5,53.889,60.833,75.833,64.444,43.889,40.833,37.5,33.889,30.278,H
27.778,29.722,30.833,35,38.889,52.778,92.5,87.222,87.778,30.833,33.611,36.944,40.833,48.056,90,94.444,95.556,93.333,32.222,35.556,39.722,44.722,54.167,73.889,82.222,84.444,84.167,35,38.333,43.889,49.167,56.111,66.111,75.278,80.278,81.667,37.778,41.667,47.5,53.056,59.444,66.389,72.778,77.5,78.611,38.611,45.556,51.111,56.944,61.944,66.667,72.5,75.556,83.889,41.667,49.167,55.833,60.278,64.167,69.167,72.778,74.722,87.222,46.389,54.722,59.722,63.889,66.944,70.278,73.056,89.444,50.833,55,61.667,64.722,67.222,69.722,71.944,90.278,56.944,36.389,H
36.111,42.778,77.778,95.278,96.667,96.944,97.222,94.444,95.556,58.056,93.056,95.556,96.389,96.667,96.944,94.444,91.111,87.778,93.889,95.556,96.389,97.222,97.222,96.944,88.611,86.667,89.444,59.722,66.389,70.278,73.889,76.944,79.167,81.667,83.333,92.778,50.278,58.333,64.444,69.167,73.333,77.222,80,90.278,73.333,45.556,53.611,59.722,65.556,71.944,76.111,86.667,83.333,45.833,42.222,49.167,56.389,64.167,71.389,79.444,87.778,47.222,41.667,38.056,44.722,52.5,62.778,73.889,89.444,50,42.778,37.778,34.167,38.889,47.222,67.778,88.889,55.556,43.333,37.222,33.889,H
51.111,93.056,75,75,75,75.278,75.833,75.833,90.833,77.5,70.833,67.778,68.056,69.722,69.722,71.944,73.056,73.333,60,60.556,61.111,64.167,66.944,67.222,70,72.5,73.333,47.5,53.333,57.222,60.556,63.611,65.278,68.889,71.667,73.333,40.278,46.389,51.667,55.556,60,62.778,67.5,70,72.5,34.722,41.389,46.667,50.833,55.556,59.722,65,69.167,72.222,33.056,37.222,42.5,47.222,50.833,56.389,61.667,67.222,73.611,29.444,32.778,36.389,40.556,45.278,51.944,60,67.5,45.556,26.667,30,32.5,34.722,39.444,44.444,56.111,65,38.333,H
