0,1.303,8.3419,-4.3456,4.2197,19.955,25.469,16.649,30.015,32.565,0,0,0,0,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,37.788,32.948,21.232,61.012,60.79,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,26.008,15.362,23.046,45.037,0,0,0,0,0,0,D
0,1.303,8.3419,2.6842,16.409,9.7808,-0.34606,19.416,0,0,0,0,0,0,0,0,0,0,0,D
0,1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,0,0,0,0,D
0,1.303,2.6877,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,0,0,0,0,D
0,1.2885,4.9853,10.161,4.4465,6.2422,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,0,0,0,0,0,0,D
0,1.303,8.3419,5.1826,4.2197,19.955,12.687,24.754,24.456,0,0,0,0,0,0,0,0,0,0,D
0,1.2885,4.9853,10.161,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,0,0,0,0,D
0,1.303,2.6877,11.705,15.358,8.6411,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,66.98,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,7.7202,8.2549,10.979,32.392,11.403,25.452,23.046,45.037,0,0,0,0,0,0,D
0,1.303,8.3419,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,0,0,0,0,D
0,1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,25.452,48.128,45.037,66.98,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,0,0,0,0,D
0,1.303,2.6877,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,0,0,0,0,D
0,1.303,5.7903,2.6842,4.2197,19.955,12.687,6.8221,15.235,20.397,0,0,0,0,0,0,0,0,0,D
0,1.303,8.3419,13.248,6.5574,5.8481,25.469,16.649,15.19,31.6,0,0,0,0,0,0,0,0,0,D
0,1.303,2.6877,11.705,-8.198,5.651,7.9128,31.232,21.539,9.837,13.563,50.397,0,0,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,45.037,0,0,0,0,0,0,D
0,1.303,8.3419,11.705,-4.7533,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,52.32,0,0,0,0,0,0,D
0,1.303,8.3419,-4.3456,3.9928,5.8481,27.23,17.082,7.3015,7.6687,35.355,0,0,0,0,0,0,0,0,D
0,1.303,5.7903,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,32.948,21.232,61.012,60.79,0,0,0,0,0,D
0,1.303,2.6877,7.5115,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,33.811,60.79,0,0,0,0,0,D
0,1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,45.037,0,0,0,0,0,0,D
0,1.303,8.3419,-4.3456,6.4179,6.0452,23.709,27.792,20.564,19.657,15.297,34.135,0,0,0,0,0,0,0,D
0,1.2885,4.9853,10.161,15.358,-4.9274,11.224,10.979,32.392,37.788,32.948,21.232,61.012,60.79,0,0,0,0,0,D
0,1.303,8.3419,2.4232,3.9928,21.745,4.9615,20.205,0,0,0,0,0,0,0,0,0,0,0,D
