attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,class
0,0.61502,1.2553,3.1408,4.0307,6.4505,4.6997,6.0138,7.6612,9.775,30.148,30.584,21.524,0,0,0,0,0,0,B
0,9.1175,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,16.301,29.258,38.59,42.227,0,0,0,0,C
0,0.61502,1.2553,1.9483,-9.6756,-12.153,4.6997,2.8918,6.5474,2.794,12.553,16.301,20.779,29.111,40.819,0,0,0,0,D
0,27.105,28.75,31.566,34.239,36.74,9.856,6.0138,7.6612,13.384,16.161,16.301,35.736,43.158,0,0,0,0,0,E
0,-24.972,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,10.757,15.894,21.524,28.423,0,-0.11739,0,0,0,F
0,0.61502,1.2553,1.9483,2.7255,-12.153,-9.3344,-4.6012,7.6612,3.2927,6.7165,13.045,20.407,27.392,40.497,0,0,0,0,G
0,15.211,17.772,20.522,4.7983,3.626,7.2083,8.7289,7.6612,14.384,14.16,21.295,21.524,30.852,0,-0.029349,0,0,0,H
0,0.61502,1.2553,-1.2111,-0.10852,1.0942,2.4426,4.0017,-3.1207,0.11103,3.8451,8.4011,21.524,29.111,0,0,0,0,0,I
0,28.299,31.066,1.9483,2.7255,3.626,40.12,40.149,7.6612,9.775,12.553,30.393,33.657,39.334,49.196,0,0,0,0,J
0,24.611,27.551,30.443,33.233,35.885,4.6997,6.0138,36.089,9.775,12.553,21.708,21.524,36.212,47.85,0,0,0,0,A
0,0.61502,3.6446,1.9483,2.7255,9.6943,4.6997,6.0138,7.6612,9.775,34.066,16.301,21.524,41.711,0,0,0,0,0,B
0,8.7735,4.8169,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,20.224,16.301,27.796,37.032,43.569,0,0,0,0,C
0,32.716,34.909,36.79,38.364,39.672,40.794,40.053,39.442,40.919,41.258,44.244,45.501,52.444,45.37,0,0,0,0,D
0,28.401,29.927,32.642,35.175,37.506,39.652,6.0138,11.265,16.997,19.742,23.421,53.154,44.698,0,0,0,0,0,E
0,-12.165,-11.532,-10.639,-9.5034,-0.57488,4.6997,6.0138,7.6612,3.8982,7.7392,13.681,21.124,29.111,0,-0.058697,0,0,0,F
0,-23.754,1.2553,1.9483,2.7255,3.626,4.6997,1.0185,7.6612,4.7886,12.553,16.301,21.524,28.767,39.855,0,0,0,0,G
0,18.889,21.716,24.667,3.9745,3.626,7.6195,29.27,7.6612,11.464,14.289,18.07,25.103,32.713,69.704,0,0,0,0,H
0,29.491,32.149,34.59,2.7255,3.626,26.162,40.291,7.6612,43.799,44.371,47.587,21.524,57.53,68.706,0,0,0,0,I
0,0.61502,1.2553,4.0191,5.067,6.256,7.6305,6.0138,7.6612,9.775,33,24.951,44.158,29.111,47.249,0,-0.11739,0,0,J
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,-7.4002,7.6612,-0.42586,12.553,9.7178,17.106,26.142,38.737,0,-0.88046,0,0,A
0,0.61502,22.824,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,16.301,0,0,0,0,0,0,0,B
0,20.912,1.2553,1.9483,2.7255,3.626,25.838,6.0138,7.6612,9.775,12.553,21.657,25.123,30.916,0,0,0,0,0,C
0,24.611,27.551,1.9483,17.979,3.626,4.6997,6.0138,32.535,33.15,12.553,16.301,23.315,32.662,44.334,0,0,0,0,D
0,-5.159,-19.553,-16.675,2.7255,3.626,4.6997,6.0138,-2.6914,0.51362,4.637,10.638,21.179,26.562,0,0,0,0,0,E
0,30.935,32.149,34.59,14.645,3.626,31.527,31.271,27.504,20.519,12.553,16.301,21.524,0,-0.88046,0,0,0,0,F
0,0.61502,1.2553,1.9483,0.54986,3.626,4.1322,-1.0288,7.6612,9.775,12.553,16.301,21.227,28.837,40.564,0,0,0,0,G
0,17.885,20.654,1.9483,2.7255,28.404,4.6997,6.0138,12.42,9.775,14.261,19.798,25.074,32.695,44.421,0,-0.029349,0,0,H
0,27.078,29.927,24.968,2.7255,3.626,9.9426,16.713,13.067,44.079,44.902,30.542,21.524,37.771,0,0,0,0,0,I
0,0.61502,1.2553,5.3561,2.7255,3.626,4.6997,7.5642,33.698,36.802,38.594,41.066,21.524,29.111,40.819,0,0,0,0,J
0,28.299,31.066,33.655,36.027,38.172,38.349,6.0138,34.747,9.775,12.553,16.301,21.524,29.111,42.494,0,0,0,0,A
0,0.61502,1.2553,1.9483,2.7255,10.535,20.639,29.37,7.6612,33.186,33.973,37.438,42.323,46.149,57.574,0,0,0,0,B
0,22.075,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,0,0,0,0,0,0,0,0,0,C
0,16.047,1.2553,1.9483,4.8995,16.799,4.6997,28.522,7.6612,17.664,17.484,26.475,0,0,0,0,0,0,0,D
0,25.843,28.75,1.9483,2.7255,8.5931,9.856,13.07,7.6612,24.212,30.594,0,0,0,0,0,0,0,0,E
0,30.635,33.161,35.432,30.487,3.626,4.6997,42.127,7.6612,36.406,38.737,40.248,39.927,45.471,48.829,0,-0.88046,0,0,F
0,31.716,34.085,36.168,36.195,35.895,35.39,33.035,20.146,20.305,21.148,21.338,24.798,30.708,0,0,0,0,0,G
0,28.299,31.066,33.655,36.027,38.172,40.12,7.8104,9.4669,13.377,16.123,19.824,0,0,0,0,0,0,0,H
0,30.635,33.161,35.432,35.693,37.388,38.899,40.321,38.201,9.775,43.974,47.09,49.965,56.924,66.452,0,0,0,0,I
0,-6.6956,-3.1568,-0.03401,2.7255,3.626,4.6997,6.0138,-3.4768,-0.19786,12.104,16.301,15.568,25.672,38.569,0,-0.088046,0,0,J
0,0.61502,1.2553,1.9483,2.7255,-13.252,4.6997,6.0138,7.6612,-0.42586,5.2964,11.912,18.713,27.626,39.778,0,-0.88046,0,0,A
0,32.716,34.909,28.08,29.454,30.661,29.966,31.095,30.614,32.268,32.815,34.382,39.107,44.666,0,0,0,0,0,B
0,18.749,1.2553,12.758,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,16.301,32.176,0,0,0,0,0,0,C
0,14.43,1.2553,1.9483,7.6653,5.8182,4.6997,29.567,7.6612,11.268,15.69,19.563,21.524,34.263,0,0,0,0,0,D
0,31.716,34.085,36.168,37.957,39.481,39.001,40.24,39.766,39.611,38.339,41.484,34.622,0,-0.88046,0,0,0,0,E
0,-1.6672,1.2553,1.9483,0.13639,-5.4771,-3.315,3.8911,6.7208,8.6587,8.8046,15.4,19.067,28.547,39.248,0,0,0,0,F
0,15.941,17.772,20.522,23.453,3.626,5.954,7.3714,9.1137,9.775,15.767,17.966,24.941,34.334,0,-0.11739,0,0,0,G
0,15.941,1.2553,1.9483,2.7255,4.772,5.954,6.0138,7.6612,9.775,12.553,0,0,0,0,0,0,0,0,H
0,0.61502,1.2553,-19.115,-16.168,-13.252,3.195,4.6724,6.4632,9.775,3.3614,14.985,21.524,29.111,40.819,0,0,0,0,I
0,29.491,27.515,1.9483,2.7255,31.707,33.316,33.075,34.72,36.636,12.553,40.635,43.69,29.111,40.819,0,-0.88046,0,0,J
0,27.078,29.927,32.642,35.175,3.626,32.662,34.545,7.6612,9.775,12.553,19.861,26.795,36.039,0,0,0,0,0,A
0,-24.972,-16.393,-11.928,2.7255,3.626,4.6997,3.5162,1.5353,4.7886,12.553,15.487,20.779,28.423,37.926,0,0,0,0,B
0,16.818,1.2553,2.9254,3.8125,6.0212,4.6997,6.0138,24.143,27.131,15.84,19.692,24.993,32.635,42.599,0,0,0,0,C
0,0.61502,1.2553,17.149,2.7255,3.626,4.6997,6.0138,10.196,13.859,0,-0.38153,0,0,0,0,0,0,0,D
0,24.611,27.551,30.443,33.233,3.626,8.0693,9.4925,16.545,9.775,36.027,48.743,55.555,0,0,0,0,0,0,E
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,-2.6362,7.6612,9.775,12.166,15.251,21.204,28.816,0,-0.029349,0,0,0,F
0,-26.292,-23.366,-20.383,-17.389,3.626,-10.611,6.0138,-3.9296,1.1071,5.7779,14.409,19.791,27.909,40.07,0,0,0,0,G
0,16.047,18.679,21.491,4.8995,8.4163,11.227,6.0138,12.156,12.931,12.553,24.779,30.196,52.015,40.819,0,-0.088046,0,0,H
0,29.491,32.149,34.59,2.7255,33.462,4.6997,11.426,16.681,18.729,47.907,49.325,52.216,42.485,52.302,0,0,0,0,I
0,29.506,31.544,33.306,34.8,36.068,35.38,36.47,35.911,37.458,34.504,29.451,29.516,35.333,45.37,0,0,0,0,J
0,0.61502,1.2553,1.9483,2.7255,1.4156,4.6997,-5.6074,7.6612,1.4398,12.553,16.301,20.834,29.111,40.819,0,0,0,0,A
0,0.61502,1.2553,1.9483,2.7255,32.99,4.6997,6.0138,32.941,9.775,35.758,39.2,42.323,47.852,59.249,0,0,0,0,B
0,12.981,1.2553,2.7083,2.7255,3.626,4.6997,22.345,25.403,12.498,15.445,19.341,24.687,51.938,42.487,0,-0.23479,0,0,C
0,0.61502,16.116,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,11.225,15.61,19.492,0,0,0,0,0,0,0,D
0,28.401,29.927,32.642,35.175,37.506,4.6997,6.0138,16.67,9.775,12.553,19.861,32.067,0,-0.90981,0,0,0,0,E
0,32.716,34.909,36.79,38.364,39.672,38.99,40.053,39.442,40.919,39.569,40.957,43.903,49.333,45.37,0,0,0,0,F
0,0.61502,1.2553,1.9483,2.7255,-11.364,4.6997,6.0138,7.6612,7.7805,7.6144,15.08,20.779,28.079,40.819,0,0,0,0,G
0,23.394,26.345,29.29,32.174,34.956,6.346,6.0138,7.6612,13.347,17.958,16.301,23.325,30.901,0,-0.058697,0,0,0,H
0,0.61502,1.2553,1.9483,24.648,3.626,37.234,37.685,13.03,35.027,12.553,0,0,0,0,0,0,0,0,I
0,0.61502,3.9373,1.9483,10.434,3.626,4.6997,6.0138,7.6612,23.389,18.338,16.301,21.524,0,0,0,0,0,0,J
0,0.61502,-23.366,-20.383,-17.389,-14.404,-11.417,-8.3837,-5.2175,-1.7822,12.553,8.7308,16.759,26.307,39.32,0,-0.88046,0,0,A
0,32.716,34.909,36.79,38.364,37.87,38.99,40.053,39.442,40.919,41.258,42.6,47.1,47.777,0,-0.88046,0,0,0,B
0,12.365,5.0822,4.1203,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,16.301,21.524,32.307,0,-0.088046,0,0,0,C
0,-15.733,-2.5528,1.9483,2.7255,1.541,4.6997,4.7948,7.6612,8.8107,12.553,15.26,20.812,28.238,40.006,0,-0.088046,0,0,D
0,-17.454,-0.26791,-0.067536,0.95,1.541,2.8612,6.0138,6.5796,9.1322,9.3819,14.479,19.864,0,-0.26414,0,0,0,0,E
0,-26.311,-3.4119,-1.2111,1.7809,3.626,4.6997,-7.4002,5.2652,9.775,4.3289,12.79,21.524,29.111,39.778,0,0,0,0,F
0,15.211,17.772,20.522,2.7255,3.626,7.2083,6.0138,23.638,9.775,14.16,19.63,21.524,34.334,46.11,0,0,0,0,G
0,21.053,23.97,26.955,29.957,5.0914,4.6997,9.2874,7.6612,11.522,14.331,19.896,25.134,32.721,46.22,0,0,0,0,H
0,22.205,25.148,28.122,2.7255,3.626,33.568,19.415,12.852,15.082,17.931,21.713,26.94,0,0,0,0,0,0,I
0,32.716,34.909,22.853,20.545,21.649,20.942,22.138,23.552,23.617,24.373,27.807,32.713,40,51.438,0,0,0,0,J
0,25.843,28.75,31.566,34.239,36.74,4.6997,39.53,32.75,9.775,12.553,16.301,28.63,36.134,47.756,0,0,0,0,A
0,0.61502,1.2553,1.9483,2.7255,3.626,22.218,6.0138,7.6612,9.775,35.122,16.301,21.524,43.519,0,0,0,0,0,B
0,11.793,1.2553,1.9483,2.7255,8.0094,4.6997,6.0138,7.6612,9.775,12.553,16.301,21.524,40.06,42.426,0,-0.11739,0,0,C
0,0.61502,1.2553,-11.491,-9.1114,3.626,4.6997,3.9821,7.6612,8.4893,12.553,15.26,20.338,28.02,40.006,0,-0.058697,0,0,D
0,25.843,28.75,31.566,34.239,3.626,6.4185,6.0138,7.6612,11.58,19.769,34.239,37.513,43.158,0,0,0,0,0,E
0,0.61502,1.2553,-20.383,-17.389,-14.404,-11.417,-8.3837,-3.2857,2.2629,10.468,14.409,19.791,27.909,0,-0.85111,0,0,0,F
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,-4.4453,7.6612,8.3858,12.553,12.526,21.524,27.837,40.819,0,0,0,0,G
0,11.262,12.834,15.123,5.709,6.1438,7.5113,6.0138,7.6612,12.241,15.197,20.508,25.939,33.7,42.394,0,-0.20544,0,0,H
0,24.611,27.551,30.443,33.233,8.4649,18.178,23.407,37.865,11.573,12.553,18.104,25.106,64.616,0,0,0,0,0,I
0,23.284,1.2553,1.9483,22.571,3.626,4.6997,26.116,7.6612,13.313,32.273,16.301,21.524,0,0,0,0,0,0,J
0,32.716,34.909,36.79,38.364,39.672,38.99,32.887,32.38,28.807,27.75,27.807,29.516,35.333,45.37,0,-0.88046,0,0,A
0,0.61502,2.2784,7.628,23.958,3.626,4.6997,6.0138,7.6612,9.775,12.553,0,0,0,0,0,0,0,0,B
0,19.802,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,16.301,35.842,41.718,44.43,0,-0.11739,0,0,C
0,31.716,34.085,36.168,37.957,37.688,33.585,33.035,32.631,25.571,24.587,26.375,31.348,35.5,47.062,0,-0.82176,0,0,D
0,-4.2395,-3.746,-3.0852,2.7255,3.626,3.8418,5.6349,6.9892,9.4756,8.7968,15.817,21.083,27.491,0,-0.088046,0,0,0,E
0,-13.949,0.54085,1.9483,2.7255,1.6785,4.2707,-1.5657,0.94043,8.5775,11.748,15.575,20.642,26.681,38.747,0,-0.088046,0,0,F
0,-8.8079,-7.6121,-6.8655,-5.4572,3.626,-1.9654,0.75606,4.3774,8.8023,9.9456,15.324,20.638,28.301,40.219,0,-0.20544,0,0,G
0,18.889,1.2553,1.9483,3.9745,6.3425,7.6195,10.665,12.543,13.153,14.289,51.68,21.524,0,0,0,0,0,0,H
0,28.299,31.066,33.655,36.027,38.172,20.639,34.759,25.718,9.775,41.113,23.347,24.99,32.519,64.276,0,0,0,0,I
0,-1.1058,-0.26791,-0.73948,2.7255,-6.7988,2.8612,4.7948,6.5796,3.6678,11.688,15.52,21.049,28.893,40.819,0,-0.058697,0,0,J
0,0.61502,1.2553,1.9483,2.7255,-11.11,-8.3801,6.0138,-1.1385,9.775,12.553,12.149,21.524,29.111,40.819,0,0,0,0,A
0,0.61502,1.2553,4.3334,18.387,3.626,4.6997,20.368,15.988,14.935,12.553,16.301,0,0,0,0,0,0,0,B
0,11.262,7.0449,1.9483,2.7255,8.6615,4.6997,6.0138,9.935,0,-0.14674,0,0,0,0,0,0,0,0,C
0,18.889,21.716,1.9483,2.7255,22.642,23.678,6.0138,7.6612,9.775,12.553,16.301,21.524,32.713,44.43,0,0,0,0,D
0,-23.636,1.2553,1.9483,-3.0804,-2.2684,3.3918,5.4328,7.6612,9.775,12.553,11.016,21.524,29.111,0,0,0,0,0,E
0,27.078,29.927,32.642,35.175,3.626,4.6997,9.5802,43.696,9.775,12.553,19.861,26.795,36.039,47.647,0,-0.88046,0,0,F
0,-23.636,1.2553,1.9483,2.7255,2.8892,4.6997,6.0138,7.6612,3.7551,12.553,16.301,19.108,26.881,39.628,0,0,0,0,G
0,0.61502,13.324,1.9483,2.7255,3.626,0,-0.20544,0,0,0,0,0,0,0,0,0,0,0,H
0,23.394,26.345,29.29,2.7255,3.626,4.6997,12.852,12.929,15.133,17.958,46.999,30.528,0,0,0,0,0,0,I
0,-26.292,-17.211,-12.567,-10.349,-8.0933,-5.7762,-2.6247,-0.066007,9.775,6.8202,11.097,17.192,26.307,38.196,0,-0.82176,0,0,J
0,27.078,29.927,32.642,2.7255,3.626,6.4474,6.0138,11.265,45.885,46.699,41.222,21.524,29.111,40.819,0,0,0,0,A
0,31.716,34.085,27.613,23.864,25.139,26.364,25.829,27.281,29.081,29.744,33.09,37.897,43.486,53.306,0,-0.90981,0,0,B
0,10.768,1.2553,5.724,2.7255,3.626,4.6997,6.0138,14.238,9.775,18.961,16.301,22.958,0,-0.14674,0,0,0,0,C
0,19.946,22.824,1.9483,2.7255,3.626,27.348,6.0138,7.6612,9.775,12.553,18.087,23.324,32.722,44.429,0,0,0,0,D
0,-22.318,-1.6835,-5.9136,2.7255,3.626,1.044,5.4732,7.6612,9.775,10.233,15.951,20.244,28.521,0,0,0,0,0,E
0,24.533,26.345,29.29,32.174,34.956,37.624,6.0138,19.953,9.775,12.553,19.913,28.727,38.061,0,0,0,0,0,F
0,32.716,34.909,36.79,38.364,39.672,40.794,41.844,42.974,44.379,46.324,37.669,31.115,35.333,45.37,0,0,0,0,G
0,15.941,1.2553,1.9483,2.7255,3.626,0,-0.058697,0,0,0,0,0,0,0,0,0,0,0,H
0,29.491,32.149,32.958,33.376,35.217,4.6997,6.0138,36.524,13.356,17.856,28.468,47.101,54.186,60.504,0,0,0,0,I
0,-26.292,-15.98,-13.684,-11.355,-8.0933,-5.7762,-3.3446,-0.70994,2.2629,6.299,10.623,21.524,25.106,37.822,0,-0.79242,0,0,J
0,30.635,1.2553,33.757,35.693,35.611,4.6997,31.293,7.6612,16.877,12.553,16.301,0,-0.88046,0,0,0,0,0,A
0,0.61502,1.2553,1.9483,8.6935,3.626,4.6997,10.525,29.871,9.775,12.553,16.301,0,-0.14674,0,0,0,0,0,B
0,8.7735,2.5909,1.9483,2.7255,3.626,4.6997,7.668,10.413,12.798,15.841,16.301,22.778,0,-0.11739,0,0,0,0,C
0,22.205,25.148,1.9483,2.7255,14.246,28.756,6.0138,7.6612,9.775,17.931,16.301,25.135,29.111,40.819,0,0,0,0,D
0,-2.9621,-2.5206,-1.3671,-0.66907,-4.8921,-0.54646,1.7159,1.8063,4.8274,10.922,15.882,18.478,27.89,0,-0.088046,0,0,0,E
0,-1.328,1.2553,1.9483,-1.3406,-8.3429,3.1133,-0.073078,7.2452,9.775,11.886,15.396,20.973,28.604,0,0,0,0,0,F
0,30.635,1.2553,1.9483,2.7255,32.057,33.499,34.904,36.405,38.181,40.483,40.248,31.562,34.019,40.819,0,0,0,0,G
0,0.61502,1.2553,1.9483,3.8125,4.8236,7.3105,8.8273,10.658,11.353,45.425,0,0,0,0,0,0,0,0,H
0,25.843,28.75,30.085,2.7255,35.084,37.356,30.71,39.918,18.798,21.573,23.476,32.183,0,0,0,0,0,0,I
0,-0.73111,0.073016,1.4298,2.2709,3.227,3.9981,6.0138,7.1139,9.2886,12.553,15.715,21.17,28.787,0,0,0,0,0,J
0,0.61502,1.2553,19.836,2.7255,3.626,4.6997,6.0138,29.31,9.775,12.553,16.301,28.723,0,0,0,0,0,0,A
0,22.075,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,19.56,9.775,0,0,0,0,0,0,0,0,0,B
0,8.4526,6.8178,1.9483,2.7255,6.7865,8.2636,6.0138,7.6612,13.677,13.615,0,-0.11739,0,0,0,0,0,0,C
0,28.299,31.066,33.655,36.027,38.172,40.12,6.0138,7.6612,34.987,12.553,16.301,21.524,34.222,42.494,0,0,0,0,D
0,27.105,28.75,31.566,34.239,36.74,39.075,41.294,16.621,9.775,12.553,28.857,25.077,34.379,0,0,0,0,0,E
0,17.885,20.654,7.3531,2.7255,7.5384,32.874,6.0138,7.6612,9.775,12.553,16.301,25.074,29.111,46.222,0,0,0,0,F
0,-25.029,1.2553,-17.008,2.7255,-10.721,-7.3381,6.0138,7.6612,7.0906,12.069,14.107,19.516,29.111,39.778,0,0,0,0,G
0,0.61502,1.2553,1.9483,4.0307,6.4505,7.7195,9.2038,10.992,44.175,0,0,0,0,0,0,0,0,0,H
0,27.078,1.2553,1.9483,30.308,37.506,11.69,13.147,38.291,42.274,44.902,46.562,42.61,42.966,0,0,0,0,0,I
0,0.61502,2.2252,1.9483,9.8871,21.884,4.6997,6.0138,7.6612,0,0,0,0,0,0,0,0,0,0,J
0,30.635,33.161,35.432,37.428,39.165,4.6997,38.515,32.812,9.775,12.553,16.301,24.87,34.019,40.819,0,-0.88046,0,0,A
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,24.314,9.775,0,-0.17609,0,0,0,0,0,0,0,B
0,9.8833,1.2553,1.9483,2.7255,5.8443,4.6997,6.0138,7.6612,9.775,12.553,20.162,35.131,29.111,40.819,0,0,0,0,C
0,18.889,21.716,24.667,2.7255,7.7008,32.437,6.0138,7.6612,9.775,35.122,18.07,23.314,30.912,42.624,0,0,0,0,D
0,19.946,22.824,25.799,2.7255,30.458,9.2294,10.799,7.6612,9.775,16.072,18.087,25.123,34.527,48.039,0,0,0,0,E
0,28.401,29.927,32.642,35.175,37.506,4.6997,6.0138,7.6612,35.052,12.553,16.301,23.281,30.843,0,-0.88046,0,0,0,F
0,32.716,34.909,36.79,38.364,39.672,40.794,41.844,37.677,37.458,36.192,31.094,34.312,36.889,46.887,0,-0.82176,0,0,G
0,19.946,1.2553,1.9483,4.0307,6.4505,7.7195,9.2038,12.657,13.215,17.831,48.438,0,-0.058697,0,0,0,0,0,H
0,25.843,28.75,31.566,2.7255,35.084,37.356,6.0138,7.6612,40.453,19.769,48.588,49.949,0,0,0,0,0,0,I
0,0.61502,4.0131,1.9483,2.7255,13.629,4.6997,6.0138,12.291,9.775,12.553,43.879,47.875,46.9,40.819,0,0,0,0,J
0,32.716,34.909,36.79,38.364,39.672,38.99,32.887,21.786,20.156,20.996,22.876,27.918,33.778,45.37,0,0,0,0,A
0,0.61502,1.2553,1.9483,4.348,3.626,20.428,22.063,23.877,26.024,26.93,23.421,33.824,39.503,49.353,0,0,0,0,B
0,-26.311,-22.081,-17.008,2.7255,3.626,4.6997,6.0138,7.6612,9.775,12.553,15.424,21.524,28.74,40.472,0,0,0,0,C
0,31.716,34.085,36.168,37.957,39.481,39.001,38.439,34.415,34.346,19.429,21.338,26.436,33.903,43.941,0,0,0,0,D
0,25.81,27.551,30.443,33.233,35.885,4.6997,6.0138,27.205,13.371,41.444,19.906,41.226,0,0,0,0,0,0,E
0,24.611,27.551,30.443,33.233,35.885,14.808,6.0138,7.6612,27.756,12.553,16.301,25.106,36.212,0,0,0,0,0,F
0,17.885,20.654,1.9483,2.7255,3.626,7.5172,21.051,7.6612,9.775,12.553,19.798,25.074,34.487,46.222,0,0,0,0,G
0,13.023,1.2553,2.7467,3.6235,5.6299,6.9156,9.652,32.607,12.586,15.528,20.976,26.372,55.695,0,-0.11739,0,0,0,H
0,30.635,33.161,35.432,37.428,39.165,38.899,33.099,34.608,9.775,12.553,41.958,36.581,40.563,50.431,0,0,0,0,I
0,22.075,1.2553,1.9483,2.7255,3.626,4.6997,12.561,12.761,13.268,16.11,18.099,35.964,0,0,0,0,0,0,J
0,-26.292,-23.366,-20.383,-17.389,-14.404,-10.611,-6.9439,-2.6418,1.1071,6.299,11.57,18.925,27.509,0,-0.88046,0,0,0,A
0,29.491,32.149,34.59,2.7255,3.626,6.4882,6.0138,7.6612,29.473,31.998,35.421,40.28,45.828,57.223,0,-0.88046,0,0,B
0,9.9522,1.2553,1.9483,2.7255,3.626,16.396,6.0138,7.6612,9.775,12.553,16.301,29.725,31.971,42.3,0,-0.088046,0,0,C
0,18.889,21.716,1.9483,2.7255,3.626,20.758,6.0138,7.6612,11.464,12.553,16.301,23.314,32.713,44.43,0,0,0,0,D
0,-27.638,-23.366,-20.383,-17.389,-14.404,-10.611,-6.9439,-3.9296,1.1071,5.2567,10.15,16.326,29.111,0,-0.88046,0,0,0,E
0,-0.1004,1.2553,1.3957,-6.9734,-4.8921,3.5755,5.6832,7.3685,9.2542,12.553,15.672,21.143,28.064,40.657,0,-0.029349,0,0,F
0,-22.256,-19.673,-14.8,-1.2974,-7.1919,-4.9704,-1.9048,1.8658,5.1522,8.3836,13.462,19.358,27.108,39.32,0,-0.82176,0,0,G
0,25.843,28.75,31.566,34.239,3.626,39.075,41.294,41.71,9.775,12.553,19.889,28.63,36.134,47.756,0,0,0,0,H
0,0.61502,1.2553,1.9483,2.7255,18.797,9.5111,36.167,33.614,9.775,44.822,41.557,35.967,0,0,0,0,0,0,I
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,12.929,9.775,35.977,19.913,43.133,48.801,60.36,0,0,0,0,J
0,29.491,32.149,34.59,2.7255,36.972,4.6997,6.0138,7.6612,9.775,17.856,21.516,21.524,29.111,40.819,0,-0.88046,0,0,A
0,29.491,32.149,34.59,36.782,38.727,4.6997,6.0138,7.6612,9.775,31.998,33.682,38.575,0,-0.88046,0,0,0,0,B
0,10.31,1.2553,1.9483,2.7255,3.626,6.4272,7.9339,7.6612,16.688,15.037,16.301,34.101,29.111,43.837,0,0,0,0,C
0,21.053,23.97,1.9483,2.7255,30.003,4.6997,6.0138,7.6612,9.775,14.331,16.301,21.524,34.526,48.02,0,0,0,0,D
0,-1.5691,-1.6835,-5.04,-3.4811,3.626,4.6997,6.0138,4.2933,9.3449,7.9125,0,-0.088046,0,0,0,0,0,0,E
0,-19.786,1.2553,1.9483,2.0479,3.626,4.6997,6.0138,7.6612,9.775,12.553,15.698,20.973,28.857,0,0,0,0,0,F
0,-22.481,-19.553,1.9483,-10.545,3.626,4.6997,6.0138,7.6612,9.775,12.553,14.414,20.834,29.111,40.224,0,0,0,0,G
0,16.818,18.679,1.9483,2.7255,6.0212,4.6997,8.8273,10.658,14.508,15.84,16.301,23.258,0,0,0,0,0,0,H
0,25.843,28.75,31.566,34.239,36.74,13.293,23.654,43.502,26.016,30.594,52.176,28.63,58.96,0,0,0,0,0,I
0,0.61502,1.2553,29.694,31.673,33.462,35.104,6.0138,36.524,36.636,37.301,18.04,41.985,47.5,40.819,0,0,0,0,J
0,29.491,32.149,34.59,36.782,3.626,38.681,40.291,7.6612,9.775,12.553,26.73,23.229,34.126,42.459,0,-0.88046,0,0,A
0,2.1582,1.2553,1.9483,2.7255,19.194,20.364,6.0138,7.6612,0,-0.23479,0,0,0,0,0,0,0,0,B
0,8.7735,1.2553,1.9483,2.7255,3.626,15.053,6.0138,14.082,9.775,12.553,16.301,24.033,30.431,0,0,0,0,0,C
0,23.394,26.345,29.29,2.7255,3.626,4.6997,40.205,7.6612,9.775,12.553,16.301,25.125,34.481,46.148,0,0,0,0,D
0,29.684,31.066,33.655,36.027,38.172,4.6997,6.0138,11.273,11.576,32.188,33.915,37.124,41.037,0,0,0,0,0,E
0,21.053,23.97,26.955,2.7255,3.626,4.6997,27.292,11.061,11.522,16.11,19.896,25.134,34.526,46.22,0,0,0,0,F
0,32.716,34.909,36.79,38.364,39.672,38.99,34.678,34.145,32.268,31.127,31.094,31.115,38.444,46.887,0,0,0,0,G
0,16.938,19.64,6.0601,2.7255,3.626,7.4138,35.127,7.6612,16.245,19.263,21.472,54.901,32.669,44.404,0,0,0,0,H
0,25.843,28.75,31.566,34.239,36.74,30.481,36.002,43.502,29.625,21.573,21.683,25.077,60.716,0,0,0,0,0,I
0,0.61502,1.2553,1.9483,2.7255,3.626,4.6997,6.0138,7.6612,9.775,4.8127,9.2789,15.5,23.915,40.819,0,0,0,0,J
0,-1.5691,1.2553,1.9483,2.7255,3.626,-7.4859,-4.7987,7.1801,9.3449,12.553,16.301,21.524,24.387,40.819,0,-0.029349,0,0,A
0,0.61502,1.2553,1.9483,2.7255,29.535,4.6997,6.0138,7.6612,31.385,33.973,35.677,40.59,47.852,57.574,0,-0.90981,0,0,B
